member_id,home_market,segment,domestic_dining,domestic_retail,domestic_transport,domestic_lodging
M00141,Singapore,core,150.4703919361934,445.8092735361128,108.13025054301859,495.2750219269481
M00142,Singapore,gold,627.1957707107,704.4508285739579,73.62251126228637,287.07769095664764
M00143,Australia,gold,725.9399657060413,74.42348329190138,202.4614905389632,340.94853414949534
M00144,Singapore,platinum,1642.1477565497105,426.6810755828134,262.37929427505895,426.22254408090646
M00145,Hong Kong,core,654.8527651972281,317.3486092748923,201.89696713368778,151.41143320196792
M00146,Australia,gold,98.20789375285779,216.6758697449602,136.56540338118873,168.39526553749982
M00147,Japan,gold,1342.3204177740981,1675.2799163837485,357.5088352501849,197.2742848876369
M00148,Hong Kong,core,229.25979562019472,113.26319935642827,233.84194001086215,93.00606827813282
M00149,United States,core,764.7572324995264,350.1547098384412,73.17513973237892,404.86811327603135
M00150,Singapore,core,458.25143175748275,719.4605622302994,57.144739957749216,129.61428020905876
M00151,Hong Kong,core,722.2359515513024,195.12091128901645,295.4454371770209,176.9135276268935
M00152,United States,gold,338.1654468725473,834.2381860276871,171.6276057654924,267.3044647985256
M00153,Singapore,core,560.3716793417723,516.6099587896636,342.2215294544632,890.14153311465
M00154,United States,gold,1388.2234097794014,756.981994953713,122.5590588224491,349.2969206224366
M00155,Singapore,core,421.92898478991214,229.02074873397572,65.67470613815385,114.06968916466415
M00156,Singapore,core,432.64920960426144,1056.5899230653151,296.98206381607974,109.11504839545097
M00157,Singapore,core,759.1677282681607,95.87442080200222,93.57227597052429,274.81140327704594
M00158,United States,platinum,456.75928998391606,56.62062727495448,151.75026602075172,379.2792802140808
M00159,Hong Kong,platinum,2064.4746916778536,310.3917220251113,136.77039480419734,245.41966679707534
M00160,Singapore,core,967.8739006847088,254.48711874559805,142.17642579229704,61.5599586524705
M00161,United States,platinum,2147.5988903560296,444.75820627963725,1010.3132905833343,334.7592274871847
M00162,Singapore,gold,580.8204619720341,1603.804383654068,183.89223632360515,105.07095829952507
M00163,Hong Kong,gold,823.1273057110293,623.1372449081056,203.753550129289,267.66596470849356
M00164,United States,core,540.9887481529191,222.2195411156112,65.46337852517404,632.9367838233594
M00165,United States,platinum,249.607938284176,373.8503444026981,171.02233823995374,77.05960796912285
M00166,United States,core,74.77520526886254,674.5302248655732,983.9057478594902,537.8588139173036
M00167,Singapore,core,304.64642131781125,501.41789319390045,113.81025730459865,281.8799755344221
M00168,Hong Kong,gold,444.2158486300049,728.0838744667058,184.82357269707427,241.91452878611724
M00169,Australia,core,255.42550518148175,262.6230832239354,228.69966450081054,177.00102008214492
M00170,Hong Kong,gold,820.7742000370765,2441.322189323105,377.9434362161782,57.020648468006975
M00171,Japan,platinum,1868.3224194241425,340.63453048407877,490.4353994570019,270.09684353041166
M00172,United States,core,222.88640472954572,793.7718765996464,214.02935259663323,156.5729531612808
M00173,Singapore,gold,554.9065070487106,1763.0253152132077,531.0585574995025,142.22475397156163
M00174,Singapore,gold,531.4103638989396,2100.8727792158384,80.86600394070278,97.55262877700504
M00175,Hong Kong,gold,660.0110279102013,562.583248974129,103.13448034768709,524.8056088569583
M00176,Australia,core,345.42692570976715,766.4350085261107,100.47250301649316,345.0725116406148
M00177,Japan,platinum,2834.537585682739,187.06426419032877,730.1250548573022,698.5450851971921
M00178,United States,gold,522.0043123082943,468.0286101091587,169.54638034844925,319.61612719952086
M00179,United States,core,217.12251840803088,746.2140137549725,632.7818795298181,455.2927315062082
M00180,Japan,core,279.95260451270553,98.38957308925397,152.43082726718885,67.05458440270489
M00181,Singapore,gold,3195.600811729645,892.918584420669,90.36781047825237,170.05889797877404
M00182,Australia,gold,274.3855330799602,604.512927017724,282.77032961778497,76.46465571872449
M00183,Japan,gold,667.6447343437311,45.204319510004574,96.46772538874444,257.5659532032857
M00184,Singapore,gold,186.03731505049072,276.3968021724817,140.7125083134584,224.51916126105593
M00185,Singapore,platinum,1327.6290821010323,2917.282518718692,634.6558666588942,898.970395373114
M00186,Hong Kong,platinum,3179.9202030637466,1527.040505118138,240.0995666416347,447.11251204070936
M00187,Hong Kong,gold,190.85893964017777,246.1679175086458,208.63208887123082,78.96546741792596
M00188,Singapore,gold,1185.6897986511367,888.4064669589884,129.49141507144725,273.01896011378403
M00189,Singapore,core,226.2987302109569,746.2487821236643,52.28457611031072,218.4728558753829
M00190,Singapore,gold,1020.2890915733718,260.7686006663974,461.6217567029428,381.7383550782551
M00191,United States,core,160.82633817625265,383.8323217262986,252.92956844116938,336.224080532446
M00192,United States,core,280.46364266268046,255.36088292621795,374.52298387964737,202.896205397581
M00193,Australia,platinum,694.4623402105245,242.452324436349,140.06074111497634,340.27616233779304
M00194,Japan,platinum,931.5947923507373,1492.1246943567728,563.9129708553207,1073.0582479390885
M00195,Singapore,gold,1601.5914078950077,404.65417930807007,732.0921907699393,2079.9971309993302
M00196,Singapore,gold,600.2363973420211,319.3642738801636,195.63128012296946,79.23722554133921
M00197,Singapore,core,668.1451395949806,775.2095215422532,409.47901484571315,123.06908824815703
M00198,Singapore,core,436.2856465182398,487.78632304058385,334.20660984975706,76.18372911198281
M00199,Japan,core,559.0337433545844,204.94566533183286,74.23456849791243,630.3469509664106
M00200,Hong Kong,gold,623.2829022257943,720.4141425917364,848.8544345595304,235.93544533935034
M00201,Hong Kong,gold,1098.0305713495031,1175.4234743408447,361.0373895954897,692.701785463937
M00202,Hong Kong,gold,501.6523888842856,92.829782876535,174.56114352861204,273.19944849262293
M00203,Singapore,core,867.7305294192406,232.1134176193611,102.37456436339767,36.08301143499334
M00204,Singapore,core,403.3215006026479,54.527226912330526,159.34917697519876,210.74277907759262
M00205,Singapore,core,233.6228780882537,146.37971271287336,98.65538923592757,34.16991325127558
M00206,Singapore,core,242.1741242496449,534.9889949013177,252.44998677888756,66.40232704888709
M00207,Hong Kong,core,681.2987435896472,1121.4700873669342,319.05432817442005,202.6977303559611
M00208,Hong Kong,gold,322.3202860404112,173.2286712251409,247.92651518645474,454.05879013465477
M00209,Hong Kong,core,783.8908147207062,325.56270187095515,83.92780950912328,107.79366231028213
M00210,Hong Kong,gold,260.1815986739354,1119.5430918872962,194.47602024927042,332.7625520151709
M00211,Japan,gold,340.25750198634637,560.7371858326719,256.4016680416973,257.89339447447674
M00212,Singapore,platinum,2047.5248391905984,186.85989514657481,405.8912691280196,126.60171248429775
M00213,Hong Kong,core,165.65405148632271,309.4205528591439,297.0038388674728,189.53239131901535
M00214,Singapore,platinum,1093.9074888463301,1760.0342776690945,280.1530838145083,212.16970950135254
M00215,Singapore,core,253.29549774919013,125.90616368796188,236.63661755668383,449.75450471924
M00216,Singapore,gold,1610.6970405139878,629.9889839147468,255.6921067217533,585.9919527769299
M00217,Australia,core,442.4942774118895,182.70589658007322,316.63925917002024,162.35671994143945
M00218,Hong Kong,gold,604.6560602266186,1481.6088189531524,315.13145091592247,17.21780421892628
M00219,Hong Kong,gold,297.33293491854124,1198.1474702550886,272.40476419989125,184.666391414404
M00220,Singapore,core,377.36322705041897,106.64861135805124,67.21557053751135,220.5750747128097
M00221,Australia,core,689.7066993088129,557.3023602788397,61.79371878706393,1948.4154300782934
M00222,Australia,core,1006.2175707815549,204.56838176573356,302.4416210177606,59.61922619151356
M00223,Australia,gold,402.2260602378786,760.5583231208395,118.72466090558542,509.40021012661316
M00224,Singapore,gold,2296.3211232695276,332.68476403427456,574.3655642832355,270.96734572557403
M00225,Japan,core,508.81559068550575,386.5781206655788,133.94432468871815,434.7787742336313
M00226,Hong Kong,core,164.80830767230802,981.1763524395096,36.77223257513601,527.0394147511198
M00227,Singapore,core,381.3228130178038,222.74940479022297,96.13783710497142,346.4794256109311
M00228,Singapore,centurion,1059.0130875798197,2297.6308340636274,547.4232218207065,776.5321825919552
M00229,Singapore,core,165.93252260411074,112.7852710895182,253.50485699375292,113.70529720453267
M00230,Singapore,gold,700.2088281101036,534.8978185106395,182.33810734527685,354.31445352247994
M00231,Singapore,core,464.45627256447005,241.586203318576,230.67386357046794,62.445379934436765
M00232,Singapore,core,726.7662510993762,123.36081264473361,164.26720639928314,725.4680671138027
M00233,United States,core,471.75489065035464,1095.7556432980873,127.34410266166056,476.9374600878018
M00234,Singapore,core,757.9379450485999,89.14882047163495,129.4308130486504,145.26895971222245
M00235,Australia,platinum,2868.3199178118107,721.0290431265519,989.9406080670894,615.8052505283493
M00236,Singapore,gold,991.9723403675337,582.1345075256219,83.16021845343553,233.14379235561117
M00237,Australia,gold,223.22886396341428,830.781414347824,387.14606305913003,122.33253612228904
M00238,United States,gold,1844.067237404222,58.21514284375993,230.1428566243786,192.41922607571115
M00239,Hong Kong,platinum,837.0018971333651,787.1780796082694,307.48152426086807,343.82867571728224
M00240,United States,core,904.317516271538,646.9973811068717,157.92701447699352,1981.5139380387122
M00241,Singapore,platinum,593.781640644222,299.51043798739437,179.20400577914972,485.15559218785813
M00242,Japan,core,87.8999516116569,716.5403052211623,138.86255021837576,138.95865338914
M00243,Japan,gold,424.60566065655064,451.89217129209516,133.3459503345781,430.0332034121965
M00244,Japan,core,653.4258323881103,206.70825908397225,407.8670288737577,223.34899456610873
M00245,Hong Kong,core,590.7118830554917,222.6950192541941,91.65887265188293,172.53115701128905
M00246,Australia,core,1932.221315638256,792.3432281045247,276.235564850359,420.800915334479
M00247,Japan,gold,808.1349780639702,414.12013114933706,228.00475794850857,630.8504735003345
M00248,Singapore,gold,1244.700850433038,939.9694976389587,215.37238362807815,86.67304756652031
M00249,Hong Kong,core,835.8489902673908,855.8632458199946,196.11631799173608,426.1682192366598
M00250,Japan,core,577.7742885788747,424.0057080352255,95.90385527247089,138.50388473726383
M00251,Singapore,gold,979.3298986991975,89.22378834739986,293.6049497343311,590.1626477152716
M00252,Singapore,core,3482.234697295824,79.47394500556676,161.23909454874726,195.9139968424272
M00253,Hong Kong,gold,640.9847138249803,242.76996279449938,420.8844455670022,1819.4908895461228
M00254,Australia,core,522.2779960973432,347.1267553214092,331.5972096019008,166.72835378590528
M00255,Singapore,core,2356.310241990225,475.45830816692836,157.03544594047492,139.80257376315353
M00256,Hong Kong,core,558.9274658312431,129.1340502478757,198.92460926522358,260.621586102315
M00257,Australia,gold,1498.9694738461935,701.4998333816487,176.4784051931913,355.7653589266569
M00258,Hong Kong,gold,687.8813462588762,170.15814566267835,98.68164063937888,127.50977551137994
M00259,Singapore,gold,940.9632761740907,351.1973078332551,139.59956530488375,403.9972184061164
M00260,Japan,gold,412.485584364412,832.7192625734561,715.5072904560598,228.31599315773596
M00261,Singapore,platinum,1726.56241337717,260.99305874538123,384.7992216019228,1553.941366603481
M00262,Australia,core,218.1031626810582,158.98512622836026,336.780140456992,47.17203879606212
M00263,Japan,core,288.4839226852559,495.07955635384695,237.64598871896067,287.60566089719566
M00264,Japan,gold,449.7493119190714,695.2444860926179,136.2901348381339,169.41374116754628
M00265,Hong Kong,gold,174.05450747550262,383.7808929959684,143.2243004571637,96.3468582216067
M00266,Australia,platinum,1304.4909275438915,800.085732435542,155.35938368057177,465.96081434560824
M00267,Singapore,core,387.5915317173077,974.0474451919232,53.75660050515548,138.835009915385
M00268,Hong Kong,core,282.61070578395316,70.42168651398067,48.889814956554574,160.22957063610684
M00269,Singapore,core,99.34851615999223,645.746234186117,149.0181677525643,78.58552759585523
M00270,United States,core,220.2328260991702,1273.9711027986662,621.4206729219239,395.2405122188117
M00271,Australia,core,353.78655563907705,658.4803550270807,249.38807602551267,288.39495574069656
M00272,United States,core,216.29064300337825,160.42195121409884,160.48700552996974,603.2720555901709
M00273,Singapore,core,341.08027149761324,1183.2932325201368,311.12609722126984,123.84822006841925
M00274,United States,centurion,2267.7638056715873,2568.7290181373464,541.496554184895,274.8398337459251
M00275,Hong Kong,core,858.5325555314186,1008.832882928761,226.83097878269604,130.34495572274068
M00276,Japan,core,535.6064798429458,409.0834658053257,163.5205012851972,687.6754679292459
M00277,United States,platinum,2634.618222398915,378.2458816079565,243.50667262028927,235.37897555110686
M00278,Hong Kong,core,1115.7038958667345,169.52137334586678,103.68520158522283,98.9774712557463
M00279,Singapore,core,676.2649837033454,709.8234168249602,209.2335847992905,121.14260981715285
M00280,Hong Kong,core,353.90938732904897,2122.0230850651405,260.09867316846055,134.62865216786776
M00281,Singapore,core,224.0955311375844,954.1904185255896,266.17058000051463,99.01369702324766
M00282,Singapore,gold,253.18415372909823,245.73420060432542,230.292812362437,864.335868523948
M00283,Singapore,core,1060.2271846771891,209.6153797439502,440.34332018800836,66.93868216358187
M00284,Hong Kong,core,740.8124304710755,408.6032176906866,179.97544042094364,112.99812161125395
M00285,Australia,platinum,990.4255806227683,415.19116315475725,350.3297042966912,845.4524175668131
M00286,United States,gold,455.5817925807421,1144.8552503759452,129.41492681504678,646.7314226156385
M00287,Hong Kong,core,150.77354714698023,295.9382419896562,366.1762239757054,393.36193867297
M00288,United States,gold,532.17097170692,340.65397486003724,244.5891914494629,253.90964439133734
M00289,Hong Kong,platinum,211.6592301942848,701.9932713552475,730.9281071676146,130.32417820871163
M00290,United States,gold,822.1510788541826,172.5372732555786,651.754631343296,266.4313045810078
M00291,Hong Kong,gold,144.5910851073521,157.320542569308,193.15676469295454,191.01531316651025
M00292,Japan,core,237.65365153521236,473.16820804317047,105.82585954666443,243.54033401570888
M00293,Japan,core,712.9498106592636,629.2878546377258,163.44331171306138,160.93110927245075
M00294,Australia,gold,1698.0749705129226,521.3311505323404,544.4493746904035,548.6458389183514
M00295,Hong Kong,platinum,1232.9366150136802,1057.599852227941,302.7095511894394,548.4554551862672
M00296,Hong Kong,gold,601.9951417495027,1152.8993114113084,243.6414382472672,666.2022180638397
M00297,Japan,platinum,314.325810009868,207.7205802230966,657.2211633573164,456.30848549554645
M00298,Singapore,gold,145.96560305536224,975.3627271905006,563.8931271453591,369.6944476478768
M00299,Hong Kong,platinum,1999.604562876476,347.8002718551531,166.5386262728161,92.69263412338479
M00300,Japan,core,399.9623569103256,444.65507675134285,140.27860125025882,258.75685282736447
M00301,Japan,gold,389.6237732318129,333.08068656940304,263.6282877177003,237.35952014594199
M00302,Japan,core,142.50657263970797,130.44145208137923,130.5691250519253,537.407670461877
M00303,United States,core,314.4799116643783,320.68469619080224,285.5431887789059,634.9098744400033
M00304,Singapore,core,295.7997595700864,156.1406619724951,80.49076711231305,129.10818550247535
M00305,Singapore,gold,816.4612758988891,428.5326043006928,209.89257307478564,640.8947853884704
M00306,Japan,core,98.01731485920706,499.03443454994414,270.36730103360685,192.11485964322466
M00307,Hong Kong,core,1084.0864595057722,1914.8538047617171,96.823760781741,288.8576964743537
M00308,Hong Kong,platinum,500.90224440579976,1301.6308219302593,456.92747982547894,660.0062732731634
M00309,Japan,core,448.8599423523866,654.7948354129054,51.50883348548413,250.44271318149455
M00310,Singapore,platinum,1350.3062503452986,1166.7966406957346,942.2099270081901,258.6522768324252
M00311,Singapore,platinum,508.9303463027885,308.32083465150333,397.14473495186917,170.33150293798798
M00312,Hong Kong,core,1059.6660487076097,143.23133936674768,128.52434134396037,47.76538400540684
M00313,Singapore,gold,782.0534752884397,668.4565592327917,202.6350326328769,243.31814396809943
M00314,United States,core,362.1339240523384,87.49798096072223,211.64039742462032,206.57612605438888
M00315,Japan,gold,650.6120358746211,478.23550280739556,568.5324620492673,153.72966715818296
M00316,Australia,core,667.3462059203898,336.83595450147885,171.8610862956396,237.88183872025317
M00317,Japan,gold,348.17826187114116,2015.7835695811393,196.79291450126846,451.88326558570765
M00318,Singapore,core,889.404815339376,1034.8541159658823,132.65930625624287,251.98226857846234
