trip_id,member_id,category,dest_country,dest_district,true_spend,observed_spend,acceptance_leakage,cash_leakage,total_leakage,true_cause,extensive_margin
T000015,M00355,dining,Australia,CBD,806.1090482782948,745.1380325290316,19.34088628314396,41.63012946611923,60.97101574926319,rail_substitution,0
T000016,M02010,dining,Thailand,Patong,524.9211282296133,0.0,281.5233229888812,243.39780524073205,524.9211282296133,cash,1
T000017,M03344,dining,Vietnam,Ba Dinh,690.0038402631259,138.67033649978944,327.56812220676545,223.76538155657101,551.3335037633365,rail_substitution,0
T000018,M01645,dining,South Korea,Gangnam,2850.6653819168846,2369.053789624451,334.39383165911795,147.21776063331572,481.61159229243367,rail_substitution,0
T000019,M02980,dining,Japan,Gion,1704.754864182528,1104.1542221358168,383.56103894377225,217.03960310293905,600.6006420467113,rail_substitution,0
T000020,M04477,dining,Vietnam,Ba Dinh,358.17504765878033,86.60870013247742,155.4116661656214,116.15468136068154,271.56634752630293,rail_substitution,0
T000021,M01063,dining,Malaysia,Bukit Bintang,449.5669096125514,226.96933848120986,7.12334414217753,215.474226989164,222.59757113134154,cash,0
T000022,M02653,dining,France,Le Marais,484.44608958898806,373.6047811911388,85.82291482936245,25.01839356848683,110.84130839784928,rail_substitution,0
T000023,M01437,dining,Italy,Duomo,4134.232536298852,1722.6225283739423,2072.3146111818464,339.2953967430635,2411.61000792491,rail_substitution,0
T000024,M03738,dining,Indonesia,Seminyak,322.6634512625188,25.488057768934734,38.10257692119518,259.0728165723889,297.17539349358407,cash,0
T000025,M04955,dining,Italy,Duomo,131.95606797550818,0.0,121.12646754947926,10.829600426028918,131.95606797550818,rail_substitution,1
T000026,M00051,dining,Singapore,Chinatown,487.2463751382125,381.69450438212147,56.514553985524,49.03731677056703,105.55187075609103,rail_substitution,0
T000027,M01404,dining,Japan,Namba,404.0147950553005,404.0147950553005,0.0,0.0,0.0,rail_substitution,0
T000028,M01283,dining,Italy,Centro Storico,565.1000103897536,416.52055035072436,102.2018481022921,46.37761193673714,148.57946003902924,rail_substitution,0
T000029,M03940,dining,Vietnam,Old Quarter,161.2853243357087,0.0,108.98116306366045,52.30416127204826,161.2853243357087,no_acceptance,1
T000030,M01821,dining,Indonesia,Ubud,152.94841900904294,3.049328408610685,27.093803704991586,122.80528689544067,149.89909060043226,no_acceptance,0
T000031,M01677,dining,Thailand,Patong,201.90349601726257,53.561818485381416,54.722150410206005,93.61952712167513,148.34167753188115,cash,0
T000032,M04370,dining,Australia,Laneways,529.4539204971952,480.97029735016656,21.14087677329826,27.342746373730392,48.48362314702865,rail_substitution,0
T000033,M00351,dining,Vietnam,District 1,237.0374555485207,0.0,160.16719253116287,76.87026301735784,237.0374555485207,cash,1
T000034,M00802,dining,Thailand,Patong,602.6620216431527,0.0,323.21696698396653,279.44505465918616,602.6620216431527,cash,1
T000035,M04783,dining,Japan,Ginza,171.6275163339006,143.4418819982438,6.33500418977053,21.85063014588627,28.1856343356568,rail_substitution,0
T000036,M00592,dining,Indonesia,Malioboro,265.35872150045356,8.184531989662892,44.11246494243253,213.06172456835813,257.17418951079065,rail_substitution,0
T000037,M01484,dining,Vietnam,Old Quarter,220.67344269573456,0.0,149.10996112817847,71.5634815675561,220.67344269573456,no_acceptance,1
T000038,M01161,dining,Indonesia,Malioboro,267.9785186922685,9.550090265651306,43.263217285248565,215.16521114136862,258.4284284266172,rail_substitution,0
T000039,M04570,dining,Hong Kong,Central,343.58752410164,215.13823384135557,76.76326299122675,51.68602726905766,128.4492902602844,rail_substitution,0
T000040,M02932,dining,Japan,Shibuya,110.13251380298927,72.88292611771672,23.228148247414182,14.021439437858362,37.249587685272544,no_demand,0
T000041,M01835,dining,Vietnam,Ba Dinh,431.6281878496749,91.43768180845558,200.21527618174105,139.97522985947825,340.1905060412193,rail_substitution,0
T000042,M04044,dining,Thailand,Sukhumvit,825.7389075170374,405.4232481697367,37.433304298311555,382.88235504898915,420.3156593473007,cash,0
T000043,M02975,dining,Singapore,Chinatown,442.9944702803869,426.51253275445674,0.0,16.481937525930164,16.481937525930164,rail_substitution,0
T000044,M03647,dining,Singapore,Orchard,2093.5357700545323,1872.9254820553565,9.913232125633385,210.69705587354247,220.61028799917585,rail_substitution,0
T000045,M04839,dining,Vietnam,Han River,120.77522759850021,12.927544722700329,68.68077783965649,39.16690503614339,107.84768287579988,no_demand,0
T000046,M01321,dining,South Korea,Myeongdong,950.247381967803,868.0904178474422,33.08305579412229,49.07390832623855,82.15696412036084,rail_substitution,0
T000047,M04779,dining,Indonesia,SCBD,2833.765647716832,366.1230460414757,192.3565567654412,2275.286044909915,2467.642601675356,cash,0
T000048,M00205,dining,Italy,Duomo,106.39803446379744,44.07139634551356,53.594578903154456,8.732059215129425,62.32663811828388,no_demand,0
T000049,M01016,dining,Indonesia,Malioboro,315.3547512619043,8.799808843788526,53.35042449322781,253.20451792488797,306.5549424181158,rail_substitution,0
T000050,M02578,dining,Thailand,Khao San,292.163752119168,0.0,156.69194080812346,135.47181131104455,292.163752119168,no_acceptance,1
T000051,M03191,dining,Vietnam,District 1,433.4718048780691,117.89433055558364,175.00436711257748,140.57310720990802,315.5774743224855,cash,0
T000052,M04218,dining,Thailand,Khao San,233.7148837479331,0.0,125.34490834192015,108.36997540601295,233.7148837479331,no_acceptance,1
T000053,M04068,dining,Thailand,Old City,753.0726535339023,132.51545294458907,271.3690631730044,349.1881374163088,620.5572005893132,cash,0
T000054,M04580,dining,Thailand,Old City,185.84754104683094,0.0,99.67291181682081,86.17462923001013,185.84754104683094,no_acceptance,1
T000055,M01929,dining,South Korea,Gangnam,1472.3090499714854,1420.253601372717,0.0,52.05544859876841,52.05544859876841,rail_substitution,0
T000056,M02884,dining,South Korea,Myeongdong,2079.623155804238,2079.623155804238,0.0,0.0,0.0,rail_substitution,0
T000057,M01165,dining,Japan,Shibuya,1487.3104270030217,1424.9070672409075,0.0,62.40335976211418,62.40335976211418,rail_substitution,0
T000058,M01132,dining,Thailand,Patong,1623.6411963908015,475.7801282175697,395.00376743396424,752.8573007392677,1147.8610681732318,cash,0
T000059,M02511,dining,Italy,Duomo,35336.97153227801,0.0,32436.875403075686,2900.096129202324,35336.97153227801,rail_substitution,1
T000060,M00210,dining,Vietnam,District 1,32.301236456879366,10.092048606574458,11.734030932676237,10.47515691762867,22.209187850304907,no_demand,0
T000061,M04326,dining,Vietnam,Han River,177.1039465918114,18.129166340500618,101.5407054363375,57.434074814973286,158.9747802513108,rail_substitution,0
T000062,M02156,dining,Thailand,Old City,621.6706871100695,0.0,333.41160838824544,288.25907872182404,621.6706871100695,no_acceptance,1
T000063,M04658,dining,Malaysia,Bukit Bintang,599.1504929105981,299.3864754127729,12.59544136451774,287.1685761333075,299.76401749782525,cash,0
T000064,M01773,dining,South Korea,Gangnam,164.99045650372264,164.99045650372264,0.0,0.0,0.0,rail_substitution,0
T000065,M01415,dining,Vietnam,Old Quarter,895.479367111438,79.44815601482878,525.630969003296,290.4002420933133,816.0312110966092,rail_substitution,0
T000066,M03543,dining,Italy,Duomo,329.93363374765863,0.0,302.85606561901375,27.077568128644884,329.93363374765863,rail_substitution,1
T000067,M01773,dining,Japan,Ginza,232.62396599166107,217.10905042539204,0.0,15.514915566269025,15.514915566269025,rail_substitution,0
T000068,M04040,dining,South Korea,Myeongdong,603.6527327590555,584.1268824144308,0.0,19.5258503446247,19.5258503446247,rail_substitution,0
T000069,M02256,dining,Australia,CBD,2699.5168377663763,2541.3396055583935,18.765280819756754,139.41195138822604,158.1772322079828,rail_substitution,0
T000070,M03347,dining,Japan,Namba,703.1752301122905,545.3363116871088,68.31468472922859,89.52423369595306,157.83891842518165,rail_substitution,0
T000071,M01594,dining,Australia,CBD,269.83710689819753,219.53271633486307,36.36911255234148,13.935278010992988,50.304390563334465,rail_substitution,0
T000072,M04490,dining,Vietnam,Han River,716.821577583198,0.0,484.35931511996216,232.4622624632358,716.821577583198,no_acceptance,1
T000073,M00448,dining,Italy,Duomo,429.92969001707996,164.8259275461678,229.81954382447879,35.284218646433374,265.10376247091216,rail_substitution,0
T000074,M03193,dining,Indonesia,Seminyak,179.1944653174338,13.268976135387419,22.04673668522284,143.87875249682355,165.9254891820464,cash,0
T000075,M00930,dining,South Korea,Myeongdong,1338.9166321669893,1212.6730038505475,57.09755824006538,69.14607007637642,126.2436283164418,rail_substitution,0
T000076,M04673,dining,Malaysia,Bukit Bintang,568.6114834503518,275.5897822861521,20.490255379592668,272.531445784607,293.02170116419967,cash,0
T000077,M02165,dining,Australia,Laneways,2176.134955648924,1793.652104506159,270.10006604327737,112.38278509948759,382.48285114276496,rail_substitution,0
T000078,M02907,dining,Italy,Centro Storico,2595.6537595759655,1431.6064627590492,951.0226629990545,213.02463381786174,1164.0472968169163,rail_substitution,0
T000079,M03515,dining,Malaysia,Bukit Bintang,871.1263691438241,476.4968144178299,0.0,394.62955472599424,394.62955472599424,cash,0
T000080,M00919,dining,Thailand,Patong,517.2853190335985,121.77373419086888,155.65438618000906,239.85719866272058,395.51158484272963,cash,0
T000081,M01506,dining,Hong Kong,Mong Kok,277.25266081462553,203.97173145255402,31.573685699043722,41.70724366302778,73.2809293620715,rail_substitution,0
T000082,M00135,dining,Japan,Shibuya,72.40300739347249,67.78111293289916,0.0,4.62189446057333,4.62189446057333,no_demand,0
T000083,M04677,dining,Thailand,Sukhumvit,1183.2154638248319,545.1801054398454,89.39665528465298,548.6387031003335,638.0353583849865,cash,0
T000084,M00808,dining,Indonesia,Ubud,122.72185491213736,3.7601823146492137,20.42588714465114,98.535785452837,118.96167259748815,no_demand,0
T000085,M01354,dining,Malaysia,KLCC,74.76675143322777,0.0,38.93157845875326,35.83517297447451,74.76675143322777,no_demand,1
T000086,M02577,dining,Japan,Namba,850.9025868873359,766.867623801699,0.0,84.03496308563695,84.03496308563695,rail_substitution,0
T000087,M01097,dining,Japan,Shibuya,1333.552024287797,1205.1729423347158,0.0,128.37908195308114,128.37908195308114,rail_substitution,0
T000088,M00282,dining,Japan,Ginza,284.32268546268705,194.67856584028033,53.445787473593924,36.198332148812796,89.64411962240672,rail_substitution,0
T000089,M01262,dining,France,Le Marais,1023.815930667173,837.4879693635922,133.4547305239712,52.87323077960957,186.32796130358076,rail_substitution,0
T000090,M00278,dining,Vietnam,Han River,331.00759434021586,39.729358751354475,183.9338465816698,107.34438900719158,291.2782355888614,rail_substitution,0
T000091,M03181,dining,Singapore,Chinatown,1056.8838109439955,748.2669540176594,202.25024473298004,106.3666121933561,308.61685692633614,rail_substitution,0
T000092,M03469,dining,Thailand,Old City,55.063281582794865,0.0,29.53128988757354,25.531991695221326,55.063281582794865,no_demand,1
T000093,M01070,dining,Japan,Gion,398.84623200688986,231.72375838871037,116.34366094977369,50.778812668405806,167.1224736181795,rail_substitution,0
T000094,M00942,dining,Australia,CBD,659.5855018295421,624.2178932765726,1.3044381992986018,34.0631703536709,35.3676085529695,rail_substitution,0
T000095,M04506,dining,Hong Kong,Central,699.8033160285081,552.555506809992,41.97607861712606,105.27173060139,147.24780921851607,rail_substitution,0
T000096,M00752,dining,Thailand,Patong,442.62614644815915,128.3897645027863,108.99748643549498,205.23889550987786,314.23638194537284,cash,0
T000097,M04980,dining,Japan,Shibuya,135.24388466163677,124.10553178863032,0.0,11.138352873006454,11.138352873006454,rail_substitution,0
T000098,M01026,dining,Thailand,Patong,724.803240319752,0.0,388.72319240819206,336.08004791156,724.803240319752,cash,1
T000099,M04447,dining,Hong Kong,Mong Kok,259.14452887990694,259.14452887990694,0.0,0.0,0.0,rail_substitution,0
T000100,M04001,dining,Italy,Centro Storico,4188.276985989659,2545.873831156198,1298.6723440592314,343.73081077422967,1642.403154833461,rail_substitution,0
T000101,M01777,dining,Singapore,Chinatown,326.7465660728129,278.36706655252476,15.49516075088735,32.88433876940081,48.379499520288164,rail_substitution,0
T000102,M02189,dining,Malaysia,George Town,131.4205589490449,27.03805087006363,41.39356751297234,62.988940566008935,104.38250807898127,cash,0
T000103,M03748,dining,Vietnam,Ba Dinh,438.2355938775168,0.0,296.11760966705486,142.11798421046194,438.2355938775168,no_acceptance,1
T000104,M04134,dining,South Korea,Gangnam,853.5799576658712,748.3378049897242,61.16046890989924,44.08168376624781,105.24215267614704,rail_substitution,0
T000105,M00517,dining,Hong Kong,Mong Kok,649.7979073620004,446.97643665860505,105.07207643448783,97.74939426890751,202.82147070339533,rail_substitution,0
T000106,M00226,dining,Vietnam,District 1,133.23949471828308,53.122906587966405,36.90757299980388,43.20901513051279,80.11658813031667,cash,0
T000107,M04770,dining,Vietnam,District 1,445.27698170296924,168.02599027747397,132.8495143683134,144.40147705718186,277.2509914254953,cash,0
T000108,M04904,dining,Italy,Duomo,1673.577198447079,666.8995895145805,869.3275603946869,137.35004853781152,1006.6776089324984,rail_substitution,0
T000109,M03342,dining,Indonesia,Ubud,442.5758986631537,7.172316571072901,80.05070848622397,355.3528736058568,435.4035820920808,no_acceptance,0
T000110,M00818,dining,Indonesia,Ubud,75.13390124783577,0.0,14.807417599981584,60.32648364785418,75.13390124783577,no_demand,1
T000111,M04867,dining,Japan,Shibuya,1275.3004300282685,1027.0486067524191,85.88789343126655,162.3639298445828,248.25182327584935,rail_substitution,0
T000112,M02612,dining,Vietnam,District 1,192.03967672351385,60.96458181266285,68.79742480447774,62.27767010637325,131.075094910851,cash,0
T000113,M00459,dining,Vietnam,District 1,303.9181034776226,96.11851207943445,109.24021184359592,98.55937955459223,207.79959139818814,cash,0
T000114,M01972,dining,France,Montmartre,5139.300253169051,2605.4554296526026,2268.4344111638698,265.41041235257853,2533.8448235164483,rail_substitution,0
T000115,M02145,dining,Thailand,Patong,889.8467625463459,0.0,477.2385870384796,412.6081755078663,889.8467625463459,cash,1
T000116,M00201,dining,Thailand,Old City,332.93355786171907,0.0,178.55741844466766,154.3761394170514,332.93355786171907,no_acceptance,1
T000117,M04448,dining,Hong Kong,Mong Kok,161.33613868711177,136.8531099396442,0.2131601442066824,24.269868603260875,24.483028747467557,rail_substitution,0
T000118,M02759,dining,Malaysia,Bukit Bintang,204.17854673424253,79.44186455713483,26.875354787046803,97.8613273900609,124.7366821771077,cash,0
T000119,M00223,dining,Vietnam,District 1,430.4731972250092,117.8317184613928,173.04080756996237,139.60067119365405,312.6414787636164,cash,0
T000120,M02845,dining,Japan,Shibuya,358.9514499430153,358.9514499430153,0.0,0.0,0.0,rail_substitution,0
T000121,M00153,dining,Vietnam,District 1,524.795120810327,195.8305285425629,158.77571273577706,170.18887953198708,328.96459226776415,cash,0
T000122,M04774,dining,France,Le Marais,455.698078423075,436.3589220347489,0.0,19.339156388326103,19.339156388326103,rail_substitution,0
T000123,M01700,dining,France,Le Marais,994.0318580074977,994.0318580074977,0.0,0.0,0.0,rail_substitution,0
T000124,M04973,dining,Singapore,Chinatown,983.4798717957817,948.6577501517199,0.0,34.82212164406178,34.82212164406178,rail_substitution,0
T000125,M01589,dining,Japan,Namba,671.0064196765857,0.0,585.5777342591277,85.42868541745793,671.0064196765857,rail_substitution,1
T000126,M04244,dining,Thailand,Sukhumvit,1324.3522625409375,692.9329597174537,17.33764991836256,614.0816529051212,631.4193028234838,cash,0
T000127,M02827,dining,Japan,Ginza,1428.92482215666,1163.414568958845,83.58774763362885,181.92250556418617,265.510253197815,rail_substitution,0
T000128,M04334,dining,Thailand,Sukhumvit,887.2674130841364,472.88294372925407,2.9722982832786897,411.4121710716036,414.3844693548823,cash,0
T000129,M01811,dining,Vietnam,Old Quarter,545.9143132545522,0.0,368.8765672674936,177.0377459870586,545.9143132545522,no_acceptance,1
T000130,M02980,dining,Vietnam,Old Quarter,199.14459853007222,17.465860802882357,117.09697096771993,64.58176675946993,181.67873772718985,rail_substitution,0
T000131,M02399,dining,Thailand,Khao San,549.0260977265172,0.0,294.4511910977556,254.57490662876154,549.0260977265172,no_acceptance,1
T000132,M03557,dining,Indonesia,SCBD,1314.2345135613457,0.0,259.00983368905077,1055.224679872295,1314.2345135613457,cash,1
T000133,M04922,dining,Vietnam,Han River,22.95684343418928,0.0,15.51203439018903,7.444809044000252,22.95684343418928,no_demand,1
T000134,M03757,dining,South Korea,Gangnam,176.75198096061632,149.97323844511521,17.65068736403083,9.128055151470278,26.778742515501108,rail_substitution,0
T000135,M00894,dining,Vietnam,Old Quarter,35.9977885044378,3.9152625718496945,20.408592528367407,11.673933404220698,32.082525932588105,no_demand,0
T000136,M00656,dining,Malaysia,Bukit Bintang,84.41455600516615,36.90307268032073,7.05218613697506,40.459297187870355,47.511483324845415,no_demand,0
T000137,M01414,dining,Australia,CBD,320.83694845263017,299.44761473886894,4.820255708589741,16.56907800517149,21.389333713761232,rail_substitution,0
T000138,M04246,dining,Malaysia,Bukit Bintang,498.77376654166284,223.02908884237695,36.685953647149745,239.05872405213614,275.7446776992859,cash,0
T000139,M04947,dining,South Korea,Myeongdong,3910.860382020235,3791.3639057792216,0.0,119.49647624101362,119.49647624101362,rail_substitution,0
T000140,M01591,dining,Hong Kong,Central,188.3001649968399,143.60548080685743,16.368604864949504,28.326079325032964,44.69468418998247,rail_substitution,0
T000141,M04853,dining,Vietnam,Han River,687.7449992845724,88.63773356414794,376.0744169179449,223.03284880247958,599.1072657204245,rail_substitution,0
T000142,M00907,dining,Singapore,Chinatown,706.4846679265262,693.480346960535,0.0,13.004320965991155,13.004320965991155,rail_substitution,0
T000143,M04423,dining,Vietnam,Ba Dinh,786.0535523294203,143.4534241118279,387.6862236894433,254.91390452814915,642.6001282175924,rail_substitution,0
T000144,M02131,dining,Australia,CBD,2234.723962344758,2234.723962344758,0.0,0.0,0.0,rail_substitution,0
T000145,M01424,dining,Japan,Shibuya,162.87376637727874,158.89435377040135,0.0,3.979412606877389,3.979412606877389,rail_substitution,0
T000146,M02656,dining,Thailand,Khao San,620.5308776611698,0.0,332.80031094493125,287.73056671623857,620.5308776611698,no_acceptance,1
T000147,M00511,dining,France,Le Marais,119.98645002123793,115.80471853193109,0.0,4.181731489306841,4.181731489306841,no_demand,0
T000148,M03863,dining,Hong Kong,Mong Kok,137.93561312211398,137.93561312211398,0.0,0.0,0.0,rail_substitution,0
T000149,M04823,dining,Japan,Gion,428.0373229920616,229.35685138341015,144.1852168084899,54.49525480016155,198.68047160865146,rail_substitution,0
T000150,M00459,dining,Vietnam,Ba Dinh,47.801583003329704,0.0,32.299728034422245,15.501854968907459,47.801583003329704,no_demand,1
T000151,M04673,dining,South Korea,Myeongdong,807.5319508193328,722.9263279855979,42.90200998825458,41.70361284548028,84.60562283373486,rail_substitution,0
T000152,M02681,dining,Indonesia,Seminyak,338.57422232348256,27.648630560345698,39.077704892350155,271.84788687078674,310.9255917631369,cash,0
T000153,M01551,dining,Vietnam,Old Quarter,318.0052732101158,23.772548430257554,191.1049345494045,103.12779023045374,294.23272477985824,rail_substitution,0
T000154,M01057,dining,France,Le Marais,129.35754321757764,106.99971525979994,15.677377858540353,6.680450099237348,22.3578279577777,rail_substitution,0
T000155,M00514,dining,Thailand,Khao San,1015.4341868451899,86.18461679078999,458.4084490690482,470.8411209853517,929.2495700543999,rail_substitution,0
T000156,M02441,dining,Thailand,Patong,1972.095977526801,0.0,1057.6655862926075,914.4303912341936,1972.095977526801,cash,1
T000157,M04120,dining,Thailand,Old City,391.128692820388,70.49091070815923,139.27745904762503,181.36032306460373,320.63778211222876,cash,0
T000158,M01749,dining,Australia,Laneways,327.70665759043425,292.39271147961296,18.39009367232444,16.92385243849685,35.31394611082129,rail_substitution,0
T000159,M04021,dining,Vietnam,Ba Dinh,140.29156368202152,29.376366520146135,65.41922533582823,45.49597182604715,110.91519716187538,rail_substitution,0
T000160,M03659,dining,Hong Kong,Central,448.6795393761969,378.123872695538,3.0605998329867248,67.49506684767215,70.55566668065887,rail_substitution,0
T000161,M03879,dining,Japan,Namba,1535.6201036169598,1086.7592775118383,253.35448979339594,195.5063363117256,448.86082610512153,rail_substitution,0
T000162,M01796,dining,South Korea,Myeongdong,596.7796819890806,501.47525612593387,64.48475515356068,30.819670709586035,95.30442586314672,rail_substitution,0
T000163,M02677,dining,South Korea,Gangnam,282.77595413867175,235.34488687247244,32.82758451676091,14.603482749438399,47.43106726619931,rail_substitution,0
T000164,M04570,dining,Japan,Namba,676.7300939166182,608.2655905331223,0.0,68.46450338349587,68.46450338349587,rail_substitution,0
T000165,M01896,dining,Thailand,Old City,1555.1079120348006,0.0,834.0284348600916,721.079477174709,1555.1079120348006,no_acceptance,1
T000166,M01240,dining,Vietnam,Old Quarter,113.80827926639796,0.0,76.90072665824002,36.90755260815794,113.80827926639796,no_demand,1
T000167,M01910,dining,Japan,Shibuya,1385.648863986098,1314.484913887887,0.0,71.16395009821099,71.16395009821099,rail_substitution,0
T000168,M00781,dining,Vietnam,Old Quarter,294.4133768095067,25.20100793186434,173.73533273243004,95.47703614521231,269.21236887764235,rail_substitution,0
T000169,M02169,dining,Indonesia,Malioboro,53.55371529567491,1.6649970708231716,8.889389341215054,42.99932888363669,51.88871822485174,no_demand,0
T000170,M03297,dining,France,Le Marais,652.8386639052393,649.4373976337388,0.0,3.4012662715005035,3.4012662715005035,rail_substitution,0
T000171,M00592,dining,South Korea,Gangnam,288.6158062799899,260.8796350502369,12.831099258328663,14.90507197142432,27.736171229752983,rail_substitution,0
T000172,M00455,dining,Indonesia,Ubud,413.9380651722317,0.0,81.57907003012417,332.3589951421075,413.9380651722317,no_acceptance,1
T000173,M01100,dining,Malaysia,George Town,97.81834069998092,0.0,50.93470470048962,46.883635999491304,97.81834069998092,no_demand,1
T000174,M01453,dining,Thailand,Sukhumvit,314.8086755136259,166.02420993549305,2.8125536659850354,145.9719119121478,148.78446557813282,cash,0
T000175,M00965,dining,Thailand,Sukhumvit,611.6089209474272,303.1681066864425,24.847220826621424,283.5935934343633,308.4408142609847,cash,0
T000176,M01262,dining,France,Le Marais,2406.777463864419,1592.5402349421224,689.9433041353072,124.29392478698946,814.2372289222967,rail_substitution,0
T000177,M03739,dining,Japan,Ginza,385.73531524962203,315.11631734007676,21.509391898999695,49.109606010545576,70.61899790954527,rail_substitution,0
T000178,M04075,dining,Hong Kong,Mong Kok,417.9139648331583,305.4398233607678,49.60715397345899,62.86698749893151,112.4741414723905,rail_substitution,0
T000179,M01173,dining,Japan,Ginza,1520.9017296122947,1520.9017296122947,0.0,0.0,0.0,rail_substitution,0
T000180,M02161,dining,Indonesia,Ubud,892.828249865313,23.122430296243753,152.83649798045354,716.8693215886155,869.7058195690691,rail_substitution,0
T000181,M01294,dining,Thailand,Patong,411.3475530637264,0.0,220.61205734357475,190.73549572015168,411.3475530637264,cash,1
T000182,M02444,dining,Japan,Gion,414.99437908360284,258.1801143725241,103.97956265586754,52.83470205521121,156.81426471107875,rail_substitution,0
T000183,M04933,dining,Vietnam,Han River,234.47309592334065,21.482130201982386,136.95231388714666,76.0386518342116,212.99096572135826,rail_substitution,0
T000184,M04622,dining,Vietnam,District 1,509.35208940736464,0.0,344.1713208635081,165.18076854385657,509.35208940736464,cash,1
T000185,M02301,dining,Thailand,Khao San,380.0025164664937,0.0,203.8012292257912,176.20128724070253,380.0025164664937,no_acceptance,1
T000186,M03520,dining,South Korea,Myeongdong,113.51487471160398,88.32774062483813,19.324851631721472,5.8622824550443795,25.18713408676585,no_demand,0
T000187,M02777,dining,South Korea,Myeongdong,520.774056724847,515.9753997057178,0.0,4.798657019129223,4.798657019129223,rail_substitution,0
T000188,M04166,dining,Malaysia,KLCC,401.81849303025854,195.98690430832974,13.242838695233132,192.58875002669566,205.8315887219288,cash,0
T000189,M03169,dining,Italy,Centro Storico,394.96729632719763,272.5457427070888,90.00668959607316,32.414864024035694,122.42155362010885,rail_substitution,0
T000190,M03757,dining,Thailand,Khao San,139.43545054411308,0.0,74.78138956231862,64.65406098179446,139.43545054411308,no_acceptance,1
T000191,M03552,dining,Indonesia,Ubud,448.1153368640479,10.130419245487193,78.18432038203233,359.80059723652835,437.9849176185607,rail_substitution,0
T000192,M01331,dining,France,Le Marais,912.7579632670079,692.071162950619,173.54896919640044,47.13783111998839,220.68680031638883,rail_substitution,0
T000193,M04124,dining,Hong Kong,Mong Kok,257.8891054786712,195.55715353324487,23.537576704314716,38.794375241111595,62.33195194542631,rail_substitution,0
T000194,M01069,dining,Japan,Shibuya,1285.7703922630171,1285.7703922630171,0.0,0.0,0.0,rail_substitution,0
T000195,M01084,dining,Vietnam,Old Quarter,376.6994720563481,36.29707867139018,218.2403180772269,122.16207530773102,340.4023933849579,rail_substitution,0
T000196,M00203,dining,Vietnam,Old Quarter,889.5063878057115,88.24656327408547,512.7965948364839,288.4632296951421,801.259824531626,rail_substitution,0
T000197,M03726,dining,Singapore,Orchard,467.324942924071,390.9743872893745,29.318166210651384,47.032389424045164,76.35055563469655,rail_substitution,0
T000198,M00294,dining,Japan,Shibuya,3363.940191025853,2543.3499943100596,392.312642410423,428.27755430537036,820.5901967157934,rail_substitution,0
T000199,M02782,dining,South Korea,Gangnam,498.22109463632705,498.22109463632705,0.0,0.0,0.0,rail_substitution,0
T000200,M00752,dining,Indonesia,Ubud,1354.4688480299126,0.0,266.9392315033372,1087.5296165265754,1354.4688480299126,no_acceptance,1
T000201,M04369,dining,Indonesia,Malioboro,222.60429027367923,0.0,43.87093749806894,178.73335277561029,222.60429027367923,no_acceptance,1
T000202,M01595,dining,Thailand,Patong,111.7376231947516,22.087810150779585,37.83880604537019,51.811006998601826,89.64981304397202,no_demand,0
T000203,M04947,dining,Australia,CBD,8140.040842115391,8140.040842115391,0.0,0.0,0.0,rail_substitution,0
