trip_id,member_id,home_market,segment,dest_country,dest_city,dest_district,acceptance_density,cash_intensity,nights,trip_type,category,observed_spend,fitted_spend,domestic_intensity,cf_spend,cf_se,leakage_estimate,leakage_ci_low,leakage_ci_high,extensive_margin,cause_rule,pu_no_acceptance,pu_labeled_positive,cause
T000003,M01821,Hong Kong,core,Vietnam,Hanoi,Ba Dinh,0.29,0.316,13,business,lodging,0.0,22.224596760796683,139.80029303418155,98.95147106001154,2.82999765214319,76.72687429921486,71.33277541800715,82.43197275279873,1,no_acceptance,0.9022097834333555,0,no_acceptance
T000004,M04811,Singapore,core,Thailand,Bangkok,Sukhumvit,0.68,0.4571,10,leisure,dining,313.61,247.74312814163275,498.9557777508218,290.2266605045424,5.567762084291934,42.48353236290964,31.773530681047447,53.60390005482875,0,cash,7.060483276750995e-07,0,cash
T000004,M04811,Singapore,core,Thailand,Bangkok,Sukhumvit,0.68,0.4571,10,leisure,retail,256.06,270.8557722569754,560.1718405084625,317.30271128077624,6.184384102770405,46.44693902380084,34.55436710056853,58.80260384645942,0,cash,1.2335616099666004e-06,0,cash
T000004,M04811,Singapore,core,Thailand,Bangkok,Sukhumvit,0.68,0.4571,10,leisure,transport,73.53,62.332140973858536,127.99362366377495,73.02099256048449,1.4769479316937404,10.688851586625953,7.850714524066952,13.641760582140968,0,cash,1.0527563470281215e-06,0,cash
T000004,M04811,Singapore,core,Thailand,Bangkok,Sukhumvit,0.68,0.4571,10,leisure,lodging,113.22,98.8626338365371,176.80647590302476,115.8158140743998,2.3014015501669793,16.953180237862696,12.5292249012102,21.55283405950746,0,cash,9.8498236270077e-07,0,cash
T000005,M01090,Singapore,centurion,Singapore,Singapore,Orchard,0.96,0.0896,5,leisure,dining,697.02,747.2783189183775,930.3452178652248,746.0618291744439,15.202609331389612,0.0,0.0,29.183092687613907,0,rail_substitution,2.785701620478898e-10,0,rail_substitution
T000005,M01090,Singapore,centurion,Singapore,Singapore,Orchard,0.96,0.0896,5,leisure,retail,778.82,539.5507061119599,689.5783995485021,538.6723748614736,11.500123383704492,0.0,0.0,22.139713476682573,0,rail_substitution,3.836204367911658e-10,0,rail_substitution
T000005,M01090,Singapore,centurion,Singapore,Singapore,Orchard,0.96,0.0896,5,leisure,transport,237.72,411.6915933473324,522.878799679791,411.0214031540784,8.315087677025003,0.0,0.0,15.95449406397978,0,rail_substitution,1.070322125890735e-09,0,rail_substitution
T000005,M01090,Singapore,centurion,Singapore,Singapore,Orchard,0.96,0.0896,5,leisure,lodging,205.99,194.92685345270263,215.42821307085572,194.60953323607248,4.316607370357945,0.0,0.0,8.32967125750531,0,rail_substitution,9.284319931413581e-10,0,rail_substitution
T000006,M00028,Australia,platinum,Hong Kong,Hong Kong,Mong Kok,0.7,0.14,3,business,dining,206.85,284.4490750823377,743.7690049728697,326.0159418658415,6.065595985273992,41.566866783503826,29.892663812063915,53.67463297024477,0,rail_substitution,3.1868136322585717e-07,0,rail_substitution
T000006,M00028,Australia,platinum,Hong Kong,Hong Kong,Mong Kok,0.7,0.14,3,business,retail,37.04,82.52428943144771,221.36679528415243,94.583657682891,1.955323803175795,12.059368251443289,8.303606283585921,15.970432154330156,0,rail_substitution,4.03785759659164e-07,0,rail_substitution
T000006,M00028,Australia,platinum,Hong Kong,Hong Kong,Mong Kok,0.7,0.14,3,business,transport,110.82,67.39281172832254,179.65681527181582,77.24099993728782,1.5672612091041662,9.848188208965285,6.8366912632700405,12.981861829546231,0,rail_substitution,2.9634100212066006e-07,0,rail_substitution
T000006,M00028,Australia,platinum,Hong Kong,Hong Kong,Mong Kok,0.7,0.14,3,business,lodging,652.14,325.6494732575752,756.7067249400001,373.2370010746292,7.486581242255444,47.58752781705397,33.19879063942483,62.55321012273953,0,rail_substitution,3.4950481895605494e-07,0,rail_substitution
T000007,M03242,Singapore,core,South Korea,Seoul,Myeongdong,0.81,0.04,14,leisure,dining,766.35,1011.8525395557882,474.7587942541744,1063.480180790701,13.4025017814388,51.62764123491286,25.680986425352444,78.22317039787788,0,rail_substitution,6.873537799689407e-08,0,rail_substitution
T000007,M03242,Singapore,core,South Korea,Seoul,Myeongdong,0.81,0.04,14,leisure,retail,1938.81,1168.233095889064,562.892582539813,1227.8397251117285,16.654183034475007,59.606629222664424,27.395092388907187,92.68598024428138,0,rail_substitution,6.998838931249839e-08,0,rail_substitution
T000007,M03242,Singapore,core,South Korea,Seoul,Myeongdong,0.81,0.04,14,leisure,transport,169.89,143.36728334204304,68.55473967134947,150.68229652811115,2.2566382434228704,7.315013186068114,2.9563654446968997,11.803495101825265,0,rail_substitution,6.68063793220658e-08,0,rail_substitution
T000007,M03242,Singapore,core,South Korea,Seoul,Myeongdong,0.81,0.04,14,leisure,lodging,84.49,109.34415270934248,45.5132458582244,114.92320742979784,1.8613827471204296,5.57905472045536,1.9881104884895393,9.285822345449432,0,rail_substitution,6.296159392962786e-08,0,rail_substitution
T000008,M03876,Australia,gold,Vietnam,Da Nang,Han River,0.21,0.316,7,leisure,dining,23.66,21.923560977657747,544.2029796621096,229.55438672658667,6.310657653916418,207.6308257489289,195.58947809565387,220.33877276528017,0,rail_substitution,0.0019448302786046882,0,rail_substitution
T000008,M03876,Australia,gold,Vietnam,Da Nang,Han River,0.21,0.316,7,leisure,retail,65.84,22.307256161286492,568.5853475841657,233.57193262880608,6.512955883404948,211.2646764675196,198.8420691589219,224.38509812450013,0,rail_substitution,0.0017159801659582265,0,rail_substitution
T000008,M03876,Australia,gold,Vietnam,Da Nang,Han River,0.21,0.316,7,leisure,transport,7.4,3.1343389312177425,79.29216864883934,32.8186306906162,0.9750847803637888,29.684291759398462,27.82774166946227,31.652164414536117,1,no_demand,0.6974286122128946,0,no_demand
T000008,M03876,Australia,gold,Vietnam,Da Nang,Han River,0.21,0.316,7,leisure,lodging,28.15,12.77807887562638,281.7360803993999,133.79505559464786,3.719937361750996,121.01697671902149,113.92112767929947,128.51023214323172,0,rail_substitution,0.0019865381466073096,0,rail_substitution
T000009,M00862,United States,core,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,3,leisure,dining,34.84,40.23708503221776,243.17293778928345,43.38717639702966,0.9454735245182616,3.1500913648118996,1.3360132874740671,5.0433283069851385,0,rail_substitution,8.071782450679329e-08,0,rail_substitution
T000009,M00862,United States,core,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,3,leisure,retail,189.01,108.96908298873753,676.7149433907548,117.50008286309333,2.3409296997486875,8.5309998743558,4.03128601148569,13.209893902979758,0,rail_substitution,1.0168689750177162e-07,0,rail_substitution
T000009,M00862,United States,core,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,3,leisure,transport,69.47,61.47886441720351,379.3229356926891,66.2919377241791,1.3210759749799266,4.813073306975596,2.273726293209151,7.4535657516095455,0,rail_substitution,1.6738232726169825e-07,0,rail_substitution
T000009,M00862,United States,core,Malaysia,Kuala Lumpur,KLCC,0.77,0.4729,3,leisure,lodging,40.98,38.31827406053223,205.7686758429492,41.31814505357085,0.8359889188030957,2.99987099303862,1.3934258513851177,4.67130116426442,0,rail_substitution,1.2766339913960637e-07,0,rail_substitution
T000010,M03363,Hong Kong,core,France,Paris,Le Marais,0.74,0.04,3,leisure,dining,964.06,885.8280172017243,1567.951504774542,977.7992569126316,18.69257500096111,91.9712397109073,56.01233765548227,129.3030311635249,0,rail_substitution,1.6883536807527336e-07,0,rail_substitution
T000010,M03363,Hong Kong,core,France,Paris,Le Marais,0.74,0.04,3,leisure,retail,39.91,29.75105870086065,53.9375285682088,32.8399672680944,0.7896259625341883,3.088908567233748,1.577171467852022,4.67359421957681,0,no_demand,8.5095675574814e-08,0,no_demand
T000010,M03363,Hong Kong,core,France,Paris,Le Marais,0.74,0.04,3,leisure,transport,87.08,137.50843294323644,248.0695574604844,151.78526863019522,2.906360600092298,14.276835686958776,8.686038506117796,20.08143721215984,0,rail_substitution,2.698085569747034e-07,0,rail_substitution
T000010,M03363,Hong Kong,core,France,Paris,Le Marais,0.74,0.04,3,leisure,lodging,141.24,159.4798747298032,250.51821310618104,176.0378989771894,3.2987768735429057,16.558024247386214,10.209831532600449,23.143706622751267,0,rail_substitution,1.9113411128738793e-07,0,rail_substitution
T000011,M00430,Singapore,core,Thailand,Chiang Mai,Old City,0.31,0.4571,3,leisure,dining,24.97,15.704177455201156,344.66742376971297,60.01529803493257,1.3009065078601092,44.311120579731416,41.814793945713994,46.91578793180983,0,rail_substitution,0.00016446657888553428,0,rail_substitution
T000011,M00430,Singapore,core,Thailand,Chiang Mai,Old City,0.31,0.4571,3,leisure,retail,15.79,10.9481911943069,246.66402191727033,41.83975629058742,0.9200678073379812,30.891565096280516,29.12657423143844,32.73429048358033,0,rail_substitution,0.00022200394632171632,0,rail_substitution
T000011,M00430,Singapore,core,Thailand,Chiang Mai,Old City,0.31,0.4571,3,leisure,transport,2.31,3.1303664738169035,70.03600654197982,11.963051068457007,0.2838692676798427,8.832684594640103,8.289050611367141,9.402198875091518,1,no_demand,0.2760275121365872,0,no_demand
T000011,M00430,Singapore,core,Thailand,Chiang Mai,Old City,0.31,0.4571,3,leisure,lodging,16.4,15.734795793090475,306.8647816754283,60.132309491215686,1.2584996340461465,44.39751369812521,41.98080502469153,46.91541651542113,0,rail_substitution,0.00035948053049105394,0,rail_substitution
T000012,M01965,Singapore,core,Singapore,Singapore,Chinatown,0.78,0.0896,3,leisure,dining,243.62,382.90064113833495,840.7346266226649,410.0078431663424,5.70714542240365,27.107202028007464,16.072609374584033,38.446983650542165,0,rail_substitution,8.181524359936106e-08,0,rail_substitution
T000012,M01965,Singapore,core,Singapore,Singapore,Chinatown,0.78,0.0896,3,leisure,retail,49.48,72.2593680842484,162.71446759667387,77.37492308371942,1.2978035610381633,5.11555499947103,2.6132626965594596,7.701475548163643,0,rail_substitution,7.233769803067997e-08,0,rail_substitution
T000012,M01965,Singapore,core,Singapore,Singapore,Chinatown,0.78,0.0896,3,leisure,transport,110.42,75.93824134507103,169.9702425217931,81.31423978600517,1.2326298155896716,5.37599844093414,2.99562488166616,7.82815586880659,0,rail_substitution,7.49990660970421e-08,0,rail_substitution
T000012,M01965,Singapore,core,Singapore,Singapore,Chinatown,0.78,0.0896,3,leisure,lodging,91.82,105.54328111451098,205.72652352112996,113.01514910450524,1.6776484546198114,7.4718679899942515,4.231110318265749,10.808299253257047,0,rail_substitution,8.495114516865006e-08,0,rail_substitution
T000013,M03879,Singapore,core,Thailand,Bangkok,Khao San,0.22,0.4571,4,leisure,dining,0.0,8.42071081204868,331.5809173076704,77.02897143291314,1.621522872603252,68.60826062086446,65.49480464512726,71.85286102619668,1,no_acceptance,0.9154631093323012,1,no_acceptance
T000013,M03879,Singapore,core,Thailand,Bangkok,Khao San,0.22,0.4571,4,leisure,retail,0.0,7.097552043102731,286.93838220169897,64.9252949987915,1.3670226764378737,57.82774295568877,55.20295957646618,60.56311110554555,1,no_acceptance,0.950683880481368,0,no_acceptance
T000013,M03879,Singapore,core,Thailand,Bangkok,Khao San,0.22,0.4571,4,leisure,transport,8.07,5.417481708374972,217.6482974511489,49.556748007027025,1.02595236139981,44.13926629865205,42.168686407067696,46.19144942207672,0,rail_substitution,0.001883103409093032,0,rail_substitution
T000013,M03879,Singapore,core,Thailand,Bangkok,Khao San,0.22,0.4571,4,leisure,lodging,0.0,2.661137711450819,93.03338848359296,24.34292131978843,0.5373908370244548,21.68178360833761,20.650978118196218,22.75816882904788,1,no_demand,0.8417544911420709,0,no_demand
T000014,M00290,United States,gold,Singapore,Singapore,Orchard,0.96,0.0896,12,business,dining,788.3,1296.0934444285997,822.1510788541826,1293.9835419432636,19.936774928073746,0.0,0.0,37.56143579496279,0,rail_substitution,3.99655492715728e-10,0,rail_substitution
T000014,M00290,United States,gold,Singapore,Singapore,Orchard,0.96,0.0896,12,business,retail,141.56,265.2054764164025,172.5372732555786,264.77375006501825,4.784731012643951,0.0,0.0,9.114228100582691,0,rail_substitution,1.417993638463923e-09,0,rail_substitution
T000014,M00290,United States,gold,Singapore,Singapore,Orchard,0.96,0.0896,12,business,transport,1473.17,1006.9114061750364,651.754631343296,1005.2722613374984,17.323830193457294,0.0,0.0,32.89486589083731,0,rail_substitution,6.358221683570703e-10,0,rail_substitution
T000014,M00290,United States,gold,Singapore,Singapore,Orchard,0.96,0.0896,12,business,lodging,532.07,473.0347259187839,266.4313045810078,472.2646756202059,8.268641015224505,0.0,0.0,15.717463191314325,0,rail_substitution,8.686478959400849e-10,0,rail_substitution
T000015,M00355,Australia,core,Australia,Sydney,CBD,0.92,0.04,8,business,dining,745.14,1081.8902457777062,691.3764763000249,1088.6742903545814,15.868589973040224,6.784044576875203,0.0,38.334438358716625,0,rail_substitution,3.3911329181774604e-09,0,rail_substitution
T000015,M00355,Australia,core,Australia,Sydney,CBD,0.92,0.04,8,business,retail,554.31,877.9081085571447,575.9801992702234,883.4130733778328,13.439782852315012,5.5049648206880875,0.0,32.2431113156116,0,rail_substitution,4.936836240676796e-09,0,rail_substitution
T000015,M00355,Australia,core,Australia,Sydney,CBD,0.92,0.04,8,business,transport,220.3,142.87785074342253,93.04764210478037,143.7737731461564,2.324313673967723,0.8959224027338735,0.0,5.524435060073273,0,rail_substitution,4.1311193100971695e-09,0,rail_substitution
T000015,M00355,Australia,core,Australia,Sydney,CBD,0.92,0.04,8,business,lodging,239.65,169.16293931423664,95.92716024857278,170.22368362313654,2.9709943654016815,1.0607443088998991,0.0,6.984529555204972,0,rail_substitution,3.424252125092728e-09,0,rail_substitution
T000016,M02010,Hong Kong,core,Thailand,Phuket,Patong,0.4,0.4571,9,leisure,dining,0.0,155.41629187111582,679.4672232150136,357.26460176557555,7.07028010158933,201.84830989445973,188.256124821558,215.97806355326637,1,cash,0.6914536102386535,0,cash
T000016,M02010,Hong Kong,core,Thailand,Phuket,Patong,0.4,0.4571,9,leisure,retail,66.83,47.003701946616545,210.82130934538972,108.05018351223892,2.277641210831548,61.046481565622386,56.67334691558669,65.60407658444,0,cash,8.165180645949721e-05,0,cash
T000016,M02010,Hong Kong,core,Thailand,Phuket,Patong,0.4,0.4571,9,leisure,transport,0.0,86.88430409168586,387.5121086079596,199.7260771524315,4.1102900029010785,112.84177306074562,104.94606127974292,121.06247126612357,1,cash,0.7642678209264978,0,cash
T000016,M02010,Hong Kong,core,Thailand,Phuket,Patong,0.4,0.4571,9,leisure,lodging,0.0,35.99115436123096,139.6685811101263,82.7349904900045,1.7401016816773658,46.743836128773545,43.40263875070904,50.22564399390024,1,cash,0.5047735143967413,0,cash
T000017,M03344,United States,gold,Vietnam,Hanoi,Ba Dinh,0.29,0.316,13,business,dining,138.67,130.11257971248358,922.307726283671,579.30550122169,16.097629465645515,449.1929215092064,418.48593629268737,481.61868450870895,0,rail_substitution,0.0007085656018661952,0,rail_substitution
T000017,M03344,United States,gold,Vietnam,Hanoi,Ba Dinh,0.29,0.316,13,business,retail,62.94,107.02539669903464,778.8877345118145,476.5135025006026,13.707868491321433,369.488105801568,343.3645504763118,397.12688176421113,0,rail_substitution,0.0013094640519581624,0,rail_substitution
T000017,M03344,United States,gold,Vietnam,Hanoi,Ba Dinh,0.29,0.316,13,business,transport,173.62,59.40396013427328,429.5156293628729,264.486654374102,7.60460507237703,205.0826942398287,190.5901307671771,220.4154151548081,0,rail_substitution,0.0007059870003971121,0,rail_substitution
T000017,M03344,United States,gold,Vietnam,Hanoi,Ba Dinh,0.29,0.316,13,business,lodging,0.0,48.0238916757968,302.26956856626293,213.81871529516985,6.215157823488664,165.79482361937303,153.95383759599574,178.3299898898069,1,no_acceptance,0.9924999672957533,0,no_acceptance
T000018,M01645,Hong Kong,gold,South Korea,Seoul,Gangnam,0.93,0.04,10,leisure,dining,2369.05,2131.9619852003866,1335.1770287967586,2140.3634822658173,30.343600753747367,8.401497065430704,0.0,68.7078206291626,0,rail_substitution,1.9350750933786926e-09,0,rail_substitution
T000018,M01645,Hong Kong,gold,South Korea,Seoul,Gangnam,0.93,0.04,10,leisure,retail,1833.54,1620.127606795499,1041.6328498536184,1626.5121002473545,24.95768462810334,6.384493451855178,0.0,56.04364496615062,0,rail_substitution,2.6160364664884547e-09,0,rail_substitution
T000018,M01645,Hong Kong,gold,South Korea,Seoul,Gangnam,0.93,0.04,10,leisure,transport,199.42,211.65345638552623,135.05239176163465,212.48752655425105,3.236891367307964,0.8340701687247929,0.0,7.273918819262747,0,rail_substitution,3.732705069570757e-09,0,rail_substitution
T000018,M01645,Hong Kong,gold,South Korea,Seoul,Gangnam,0.93,0.04,10,leisure,lodging,338.69,636.860493108904,354.0921951500304,639.3701914999095,9.28717067786601,2.509698391005486,0.0,20.973802826208384,0,rail_substitution,4.0093028473528875e-09,0,rail_substitution
T000019,M02980,Australia,core,Japan,Kyoto,Gion,0.48,0.1166,8,leisure,dining,1104.15,649.5073450116325,826.1621162846059,1117.0549596732155,13.874933487048876,467.547614661583,440.6815942324073,495.07570661590296,0,rail_substitution,1.8057021864755422e-05,0,rail_substitution
T000019,M02980,Australia,core,Japan,Kyoto,Gion,0.48,0.1166,8,leisure,retail,154.25,132.48343637269824,172.8330955455684,227.85158753212093,3.471156288121618,95.3681511594227,88.6653757447989,102.2740802687406,0,rail_substitution,1.856803571292956e-05,0,rail_substitution
T000019,M02980,Australia,core,Japan,Kyoto,Gion,0.48,0.1166,8,leisure,transport,80.3,76.7880145883242,99.5286716536694,132.063837611891,1.9458622208783465,55.27582302356679,51.51654575808773,59.1452457548079,0,rail_substitution,2.4606294757555106e-05,0,rail_substitution
T000019,M02980,Australia,core,Japan,Kyoto,Gion,0.48,0.1166,8,leisure,lodging,610.6,640.4633140002966,723.8877674858564,1101.5005863866909,15.70822834251566,461.0372723863941,430.67599456170115,492.2591359292844,0,rail_substitution,4.299897792669093e-05,0,rail_substitution
T000020,M04477,Singapore,core,Vietnam,Hanoi,Ba Dinh,0.29,0.316,5,leisure,dining,86.61,63.433810206223825,942.4481577737428,282.4289188418286,7.450706917715275,218.99510863560477,204.76309831715065,233.98234808335712,0,rail_substitution,0.0003918282047104322,0,rail_substitution
T000020,M04477,Singapore,core,Vietnam,Hanoi,Ba Dinh,0.29,0.316,5,leisure,retail,55.41,34.027043978745894,518.865989296413,151.4999841733872,4.096641395057958,117.4729401946413,109.6527306217796,125.71878850429462,0,rail_substitution,0.0004204033408400204,0,rail_substitution
T000020,M04477,Singapore,core,Vietnam,Hanoi,Ba Dinh,0.29,0.316,5,leisure,transport,4.78,4.446534183453702,67.29211469563263,19.79748399068807,0.5732315526443905,15.35094980723437,14.258721861948484,16.506954579823116,1,no_demand,0.33882798974716843,0,no_demand
T000020,M04477,Singapore,core,Vietnam,Hanoi,Ba Dinh,0.29,0.316,5,leisure,lodging,17.76,9.520352735929116,125.5109283011756,42.387851548881,1.1691343178964484,32.86749881295189,30.636873967852708,35.222028808082385,0,rail_substitution,0.0003061404771127347,0,rail_substitution
T000021,M01063,Australia,core,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,8,leisure,dining,226.97,201.98712872669591,546.8157159121284,260.4051395127672,4.4383373528217795,58.41801078607131,49.86272213635792,67.26392086608962,0,cash,2.4316388086535476e-06,0,cash
T000021,M01063,Australia,core,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,8,leisure,retail,115.25,127.49560298780236,354.2900962170607,164.36943528330409,2.906297790252422,36.87383229550173,31.27516479637512,42.66992327631348,0,cash,3.40773924831011e-06,0,cash
T000021,M01063,Australia,core,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,8,leisure,transport,38.44,49.66729372501742,137.08700252643678,64.03189467178836,1.1763774917934446,14.364600946770942,12.099960646436251,16.712272227551317,0,cash,4.127677450086694e-06,0,cash
T000021,M01063,Australia,core,Malaysia,Kuala Lumpur,Bukit Bintang,0.61,0.4729,8,leisure,lodging,78.21,71.9014578278005,172.83189401326038,92.69654593760816,1.668878209041839,20.79508810980765,17.581184187416326,24.124424234352844,0,cash,3.1327204456555332e-06,0,cash
T000022,M02653,Singapore,core,France,Paris,Le Marais,0.74,0.04,10,business,dining,373.6,833.663820753822,553.7562494899441,920.21910418126,15.7573521903481,86.55528342743798,56.18394372598539,117.9632254692923,0,rail_substitution,3.417842014202319e-07,0,rail_substitution
T000022,M02653,Singapore,core,France,Paris,Le Marais,0.74,0.04,10,business,retail,139.39,210.8034259264259,143.63437597155203,232.6901263256804,4.401569025171963,21.886700399254497,13.41774566457508,30.67553212765901,0,rail_substitution,2.598175576160756e-07,0,rail_substitution
T000022,M02653,Singapore,core,France,Paris,Le Marais,0.74,0.04,10,business,transport,353.99,243.90098784379768,165.19826818169253,269.2240480576411,4.8364870552487575,25.323060213843405,16.008661364793795,34.971259774730186,0,rail_substitution,2.7328150610294e-07,0,rail_substitution
T000022,M02653,Singapore,core,France,Paris,Le Marais,0.74,0.04,10,business,lodging,538.09,509.898373297833,300.85266611127594,562.83865584491,10.320088893274344,52.94028254707701,33.07241870862538,73.5351321079919,0,rail_substitution,3.297297533488574e-07,0,rail_substitution
T000023,M01437,Australia,platinum,Italy,Florence,Duomo,0.38,0.0708,11,leisure,dining,1722.62,685.8298211498433,871.1508392501246,1729.633201218173,45.99946334449889,1043.8033800683302,955.9555171227402,1136.3517643574878,0,rail_substitution,8.160590117923222e-05,0,rail_substitution
T000023,M01437,Australia,platinum,Italy,Florence,Duomo,0.38,0.0708,11,leisure,retail,635.88,354.05936772529543,461.5673705210393,892.9224404288287,24.256283560335177,538.8630727035334,492.5650779964377,587.6928916743034,0,rail_substitution,0.00011272320097710627,0,rail_substitution
T000023,M01437,Australia,platinum,Italy,Florence,Duomo,0.38,0.0708,11,leisure,transport,782.79,460.4179496798224,596.7053640305184,1161.1541925486324,31.116491089215064,700.73624286881,641.3229776902895,763.353470060069,0,rail_substitution,0.0001915811165172657,0,rail_substitution
T000023,M01437,Australia,platinum,Italy,Florence,Duomo,0.38,0.0708,11,leisure,lodging,0.0,251.08376998316655,283.18714786110763,633.2224284470532,16.86958501166215,382.1386584638866,349.92326365907684,416.0808744277439,1,rail_substitution,0.8620519815271189,0,rail_substitution
T000024,M03738,Singapore,core,Indonesia,Bali,Seminyak,0.36,0.8005,4,leisure,dining,25.49,40.84240490192042,853.9764749543486,114.16925660697574,3.206682284779976,73.32685170505532,67.21173186055289,79.78804521071548,0,cash,0.00023415732127083708,0,cash
T000024,M03738,Singapore,core,Indonesia,Bali,Seminyak,0.36,0.8005,4,leisure,retail,0.0,11.754624514495143,252.13778015177607,32.85841628906974,0.9603334133127818,21.103791774574596,19.274467381714786,23.040964239350444,1,no_demand,0.4841206047718088,0,no_demand
T000024,M03738,Singapore,core,Indonesia,Bali,Seminyak,0.36,0.8005,4,leisure,transport,0.0,6.020695598565312,128.29969266950002,16.830016312598953,0.4956347422800269,10.809320714033642,9.865398061487165,11.80932952552245,1,no_demand,0.4484808440796384,0,no_demand
T000024,M03738,Singapore,core,Indonesia,Bali,Seminyak,0.36,0.8005,4,leisure,lodging,21.11,8.454046241388815,156.8896114155176,23.632109250622836,0.6898460389357713,15.17806300923402,13.863940768917038,16.56956307317364,0,no_demand,0.00012181058632311011,0,no_demand
